"Name","GlobalID","BuildingLevel","TID","InfoTID","BuildingClass","SecondaryTargetingClass","ShopBuildingClass","SWF","ExportName","ExportNameNpc","ExportNameConstruction","ExportNameLocked","EarlyExportName","EarlyExportNameMaxTownHall","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildResource","BuildCost","TownHallLevel","CapitalHallLevel","Width","Height","Icon","AreEdgesUnpassableByVillagers","ExportNameBuildAnim","ExportNameUpgradeAnim","AlternateExportName","AlternateUpgradeExportName","MaxStoredGold","MaxStoredElixir","MaxStoredDarkElixir","MaxStoredSourElixir","MaxStoredCommonOre","MaxStoredRareOre","MaxStoredEpicOre","MaxStoredWarGold","MaxStoredWarElixir","MaxStoredWarDarkElixir","MaxStoredGold2","MaxStoredElixir2","PercentageStoredGold","PercentageStoredElixir","PercentageStoredDarkElixir","LootOnDestruction","Bunker","Blacksmith","HeroTavern","ArmySlotType","HousingSpace","HousingSpaceAlt","HousingSpaceSiege","ProducesResource","ResourcePer100Hours","ResourceMax","ResourceIconLimit","UnitProduction","UpgradesUnitType","ProducesUnitsOfType","LevelRequirementTID","BoostCost","FreeBoost","Hitpoints","RegenTime","AttackRange","NormalModeTID","AlternateModeTID","AltAttackMode","AltAttackRange","PrepareSpeed","AttackSpeed","AltAttackSpeed","CoolDownOverride","AltCoolDownOverride","DPS","AltDPS","Damage","PreferredTarget","PreferredTargetDamageMod","RandomHitPosition","DestroyEffect","DestroyDamageEffect","AttackEffect","AttackEffect2","ChainShootingDistance","ChainAttackDistance","ChainAttackDepth","ChainAttackFactor","ChainAttackDelay","ChainAttackDamageReductionPercent","AttackEffectAlt","HitEffect","Projectile","AltProjectile","ExportNameDamagedSWF","ExportNameDamaged","BuildingW","BuildingH","BaseGfx","ExportNameBase","AirTargets","GroundTargets","MultiTargets","NumMultiTargets","MultiHitsTarget","AltAirTargets","AltGroundTargets","AltMultiTargets","AmmoCount","AmmoResource","AmmoCost","MinAttackRange","DamageRadius","Pushback","PushbackTime","PushbackHousingLimit","WallCornerPieces","LoadAmmoEffect","NoAmmoEffect","ToggleAttackModeEffect","PickUpEffect","PlacingEffect","AnimateTurret","DefenderCharacter","DefenderCount","DefenderZ","AltDefenderZ","DestructionXP","Locked","StartingHomeCount","Hidden","AOESpell","AOESpellAlternate","TriggerRadius","ExportNameTriggered","AppearEffect","ForgesSpells","ForgesMiniSpells","HousesGuardians","IsHeroBarrack","HeroType","IncreasingDamage","DPSLv2","DPSLv3","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","TransitionEffectLv2","TransitionEffectLv3","AltNumMultiTargets","PreventsHealing","StrengthWeight","AlternatePickNewTargetDelay","AltBuildResource","SpeedMod","StatusEffectTime","ShockwavePushStrength","ShockwaveArcLength","ShockwaveExpandRadius","TargetingConeAngle","AimRotateStep","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","TurnSpeed","NeedsAim","TargetGroups","TargetGroupsRadius","HitSpell","HitSpellLevel","ExportNameBeamStart","ExportNameBeamEnd","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","HitEffect2","WakeUpSpeed","WakeUpSpace","PreAttackEffect","ShareHeroCombatData","BurstCount","BurstDelay","AltBurstCount","AltBurstDelay","DummyProjectileCount","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","IsRed","VillageType","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","DefenceTroopCount","DefenceTroopCharacter","DefenceTroopDynamic","DefenceTroopCharacter2","DefenceTroopLevel","AmountCanBeUpgraded","SelfAsAoeCenter","NewTargetAttackDelay","GearUpBuilding","GearUpLevelRequirement","GearUpResource","GearUpCost","GearUpTime","GearUpTID","StartUpgradeBoosterCostDivisor","ActivateCombatOnDamageTaken","ActivateAfterSeconds","ActivatedCombatAddBuildingClass","CombatActivationDelay","CombatActivationEffect","Weapon","HintPriority","UpgradeTasks","UpgradeTasksRequired","AnimationActionFrame","RandomizeTarget","SpellOnNearbyDamage","DamagePermilHp","ProjectileVariantByTargetMaxHP","DefaultProjectileVariant","PreviewScenario","PreviewScenarioUpgradePreview","PreviewScenarioUpgrading","AltPreviewScenario","CustomTargetHitBuildingInRange","UnlockWeaponMode","Stage","SecondaryTroop","SecondaryTroopCnt","SecondaryTroopLvl","SecondaryTroopAttacker","SpawnTimer","SpawnOnAttack","SummonTroopCount","HealthRecoveryPercent","MergeRequirement","ProjectileBounces","UseCustomCornerPiecesInEnds","UseCustomCornerPiecesInTurns","UseCustomCornerPiecesInTJunctions","DieSpellAttacker","MiniLevels","StatBars","RetargetAfterHit","AltModeStatBars","SpecialAbilities","SpecialAbilitiesLevel","SeasonalDefense","Animation","UseBattleIdleAnimation","Building3D","TargetingImmunitySiegeMachines","TargetingImmunityHeroes","TargetingImmunityOtherCharacters","TargetingImmunityTH_CC","TargetingImmunityStorages","TargetingImmunityWalls","TargetingImmunityOtherBuildings","TargetingImmunityTotems"
,,3,,,,,,,"adv_archer_tower_lvl3",,,,,,0,2,0,0,,60000,3,3,,,,,,,"adv_archer_tower_lvl3_air",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,,,48,107,,,,,,,"Archer Attack",,,,,,,,,"Generic Hit","Tower Arrow HIGH","Tower Arrow LOW",,"destroyedBuilding_3m_base_rockwood",,,,"defense_tower_turret_base",,,,,,,,,,,,,,,,,,,,,,,,"Archer",1,150,58,,,,,,,,,,,,,,,,,,,,,,,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,"adv_archer_tower_lvl4",,,,,,0,8,0,0,,250000,4,4,,,,,,,"adv_archer_tower_lvl4_air",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,53,118,,,,,,,"Archer Attack",,,,,,,,,"Generic Hit","Tower Arrow HIGH","Tower Arrow LOW",,"destroyedBuilding_3m_base_rockwood",,,,"defense_tower_turret_base",,,,,,,,,,,,,,,,,,,,,,,,"Archer2",1,150,58,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,"adv_archer_tower_lvl5",,,,,,1,0,0,0,,800000,5,5,,,,,,,"adv_archer_tower_lvl5_air",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,,,,,,,,,,,,59,131,,,,,,,"Archer Attack",,,,,,,,,"Generic Hit","Tower Arrow HIGH","Tower Arrow LOW",,"destroyedBuilding_3m_base_rockwood",,,,"defense_tower_turret_base",,,,,,,,,,,,,,,,,,,,,,,,"Archer2",1,150,58,,,,,,,,,,,,,,,,,,,,,,,,,,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,"adv_archer_tower_lvl6",,,,,,2,0,0,0,,1200000,6,6,,,,,,,"adv_archer_tower_lvl6_air",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,64,142,,,,,,,"Archer Attack",,,,,,,,,"Generic Hit","Tower Arrow HIGH","Tower Arrow LOW",,,,,,"defense_tower_turret_base",,,,,,,,,,,,,,,,,,,,,,,,"Archer3",1,150,58,,,,,,,,,,,,,,,,,,,,,,,,,,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,"adv_archer_tower_lvl7",,,,,,4,0,0,0,,2000000,7,7,,,,,,,"adv_archer_tower_lvl7_air",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,,,,,,,,,,,,71,158,,,,,,,"Archer Attack",,,,,,,,,"Explosive Arrow","Tower Arrow HIGH","Tower Arrow LOW",,,,,,"defense_tower_turret_base",,,,,,,,,,,,,,,,,,,,,,,,"Archer3",1,160,68,,,,,,,,,,,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,"adv_archer_tower_lvl8",,,,,,6,0,0,0,,2800000,8,8,,,,,,,"adv_archer_tower_lvl8_air",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,,,,,,,,,,,,78,173,,,,,,,"Archer Attack",,,,,,,,,"Explosive Arrow","Tower Arrow HIGH","Tower Arrow LOW",,,,,,"defense_tower_turret_base",,,,,,,,,,,,,,,,,,,,,,,,"Archer6",1,160,68,,,,,,,,,,,,,,,,,,,,,,,,,,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,"adv_archer_tower_lvl9",,,,,,8,0,0,0,,3600000,9,9,,,,,,,"adv_archer_tower_lvl9_air",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,,,,,,,,,,,,86,191,,,,,,,"Archer Attack",,,,,,,,,"Explosive Arrow","Tower Arrow HIGH","Tower Arrow LOW",,,,,,"defense_tower_turret_base",,,,,,,,,,,,,,,,,,,,,,,,"Archer6",1,160,68,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,"adv_archer_tower_lvl10",,,,,,9,0,0,0,,4600000,10,10,,,,,,,"adv_archer_tower_lvl10_air",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,,,,,,,,,,,,94,209,,,,,,,"Archer Attack",,,,,,,,,"Explosive Arrow","Tower Arrow HIGH","Tower Arrow LOW",,,,,,"defense_tower_turret_base",,,,,,,,,,,,,,,,,,,,,,,,"Archer6",1,160,68,,,,,,,,,,,,,,,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BB Double Cannon",1000041,1,"TID_BUILDING_DOUBLE_CANNON","TID_DOUBLE_CANNON_INFO","Defense",,,"sc/buildings2.sc","doubleCannon_lvl1",,"basic_turret_const",,,,0,0,10,0,"Gold2",20000,2,2,3,3,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,1,700,,,,,,1600,,800,,,,50,,,,"Building Destroyed",,"Double Cannon Attack Small",,,,,,,,,"Generic Hit","DoubleCannonball1",,,"destroyedBuilding_3m_pit_rock",2,2,,"basic_cannon2_lvl1_base","FALSE","TRUE",,,,,,,,,,,,,,,,,,,"Double Cannon Pickup","Double Cannon Placing","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,192,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,"Defense2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,"doubleCannon_lvl2",,,,,,0,1,0,0,,50000,3,3,,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,,,,,,,,,,,,,,55,,,,,,"Double Cannon Attack Small",,,,,,,,,,"DoubleCannonball2",,,,,,,"basic_cannon2_lvl2_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,"doubleCannon_lvl3",,,,,,0,3,0,0,,80000,3,3,,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,61,,,,,,"Double Cannon Attack Small",,,,,,,,,,"DoubleCannonball3",,,,,,,"basic_cannon2_lvl3_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,"doubleCannon_lvl4",,,,,,0,12,0,0,,300000,4,4,,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,67,,,,,,"Double Cannon Attack Small",,,,,,,,,,"DoubleCannonball4",,,,,,,"basic_cannon2_lvl4_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,"doubleCannon_lvl6",,,,,,1,0,0,0,,900000,5,5,,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,74,,,,,,"Double Cannon Attack Medium",,,,,,,,,,"DoubleCannonball6",,,,,,,"basic_cannon2_lvl7_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,"doubleCannon_lvl8",,,,,,2,0,0,0,,1400000,6,6,,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,81,,,,,,"Double Cannon Attack Large",,,,,,,,,,"DoubleCannonball8",,,,,,,"basic_cannon2_lvl8_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,"doubleCannon_lvl9",,,,,,4,0,0,0,,2200000,7,7,,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,89,,,,,,"Double Cannon Attack Large",,,,,,,,,,"DoubleCannonball9",,,,,,,"basic_cannon2_lvl9_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,"doubleCannon_lvl10",,,,,,6,0,0,0,,3200000,8,8,,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,,,,,,,,,,,,,,98,,,,,,"Double Cannon Attack Large",,,,,,,,,,"DoubleCannonball10",,,,,,,"basic_cannon2_lvl9_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,"doubleCannon_lvl11",,,,,,8,0,0,0,,4200000,9,9,,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,,,,,,,,,,,,,,108,,,,,,"Double Cannon Attack Large",,,,,,,,,,"DoubleCannonball10",,,,,,,"basic_cannon2_lvl9_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,"doubleCannon_lvl12",,,,,,10,0,0,0,,5200000,10,10,,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,,,,,120,,,,,,"Double Cannon Attack Large",,,,,,,,,,"DoubleCannonball10",,,,,,,"basic_cannon2_lvl9_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BB Firecrackers",1000050,1,"TID_BUILDING_AIR_DEFENSE_SMALL","TID_AIR_DEFENSE_SMALL_INFO","Defense",,,"sc/buildings2.sc","airDefence_box_lvl1",,"air_mortar_const",,,,0,0,15,0,"Gold2",40000,3,3,2,2,,,"teslatower_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,1,900,,,,,,800,,,,,,19,,,"TRUE","Building Destroyed",,"Air Defence Mini Attack",,,,,,,,,"Air Defence Mini hit1","FireworkMini",,,"destroyedBuilding_2l_pit_rock",2,2,,"airdefence_box_base_lvl1","TRUE","FALSE",,,,,,,,,,,,,,,,,,,"Air Defence Pickup","Air Defence Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,64,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,"AirDefense2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,"airDefence_box_lvl2",,,,,,0,2,0,0,,80000,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,21,,,,,,"Air Defence Mini Attack",,,,,,,,,"Air Defence Mini hit1","FireworkMini2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,"airDefence_box_lvl3",,,,,,0,4,0,0,,120000,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,23,,,,,,"Air Defence Mini Attack",,,,,,,,,"Air Defence Mini hit2","FireworkMini3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,"airDefence_box_lvl4",,,,,,0,12,0,0,,300000,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,,,,,,,,,,,,,,25,,,,,,"Air Defence Mini Attack",,,,,,,,,"Air Defence Mini hit2","FireworkMini4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,"airDefence_box_lvl5",,,,,,1,0,0,0,,800000,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,27,,,,,,"Air Defence Mini Attack",,,,,,,,,"Air Defence Mini hit3","FireworkMini5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,"airDefence_box_lvl6",,,,,,2,0,0,0,,1200000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,30,,,,,,"Air Defence Mini Attack",,,,,,,,,"Air Defence Mini hit3","FireworkMini5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,"airDefence_box_lvl7",,,,,,4,0,0,0,,2000000,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,33,,,,,,"Air Defence Mini Attack",,,,,,,,,"Air Defence Mini hit3","FireworkMini5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,"airDefence_box_lvl8",,,,,,6,0,0,0,,3000000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,,,,36,,,,,,"Air Defence Mini Attack",,,,,,,,,"Air Defence Mini hit3","FireworkMini6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,"airDefence_box_lvl9",,,,,,8,0,0,0,,4000000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,,40,,,,,,"Air Defence Mini Attack",,,,,,,,,"Air Defence Mini hit3","FireworkMini6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,"airDefence_box_lvl10",,,,,,9,0,0,0,,5000000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,,,,44,,,,,,"Air Defence Mini Attack",,,,,,,,,"Air Defence Mini hit3","FireworkMini6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BB Crusher",1000055,1,"TID_BUILDING_CRUSHER","TID_BUILDING_CRUSHER_INFO","Defense",,,"sc/buildings2.sc","Crusher_lvl1",,"darkelixir_storage_const",,,,0,2,0,0,"Gold2",120000,3,3,3,3,,,"tower_turret_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1,230,,,,,,3500,,2200,,,,440,,,,"Building Destroyed",,"CrusherAttack",,,,,,,,,"Generic Hit",,,,"destroyedBuilding_3m_base_rock",2,2,,"basic_cannon_lvl1_base","FALSE","TRUE",,,,,,,,,,,280,50,,3,,,,,"Basic Turret Pickup","Basic Turret Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,"TRUE",,,,,,,,,,,,,,,150,,,,,,,,,"BB Crusher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,"Crusher_lvl2",,,,,,0,5,0,0,,180000,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,484,,,,,,"CrusherAttack",,,,,,,,,"Generic Hit",,,,,,,,"basic_cannon_lvl1_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,"Crusher_lvl3",,,,,,0,12,0,0,,220000,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,532,,,,,,"CrusherAttack",,,,,,,,,"Generic Hit",,,,,,,,"basic_cannon_lvl1_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
